OID_,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,BUFF_DIST,ORIG_FID,Shape_Length,Shape_Area,sum_Area_SQUAREKILOMETERS,Polygon_Count,ramsar_percent_area
49,48,Sudeste,NA,Grumari,-23.050469000000000,-43.533907999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,49,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
50,49,Sudeste,NA,Reserva,-23.022717000000000,-43.440916000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,50,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
51,50,Sudeste,NA,Barra da Tijuca,-23.020340120000000,-43.372478489999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,51,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
52,51,Sudeste,NA,Barra da Tijuca,-23.014886109999999,-43.372222219999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,52,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
53,52,Sudeste,NA,Sao Conrado,-23.000617999999999,-43.264187000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,53,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
54,53,Sudeste,NA,Bambui,-22.975255000000001,-42.916570000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,54,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
55,54,Sudeste,NA,Itaipuacu,-22.971149000000000,-43.011260000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,55,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
56,55,Sudeste,NA,Barra de Marica,-22.962100000000000,-42.809486999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,56,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
57,56,Sudeste,NA,Camboinhas,-22.961998000000001,-43.059922999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,57,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
58,57,Sudeste,NA,Pirantininga,-22.955044999999998,-43.088653999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,58,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
59,58,Sudeste,NA,Jacone,-22.946556000000001,-42.679789000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,59,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
60,59,Sudeste,NA,Figueira,-22.944991999999999,-42.188828000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,60,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
61,60,Sudeste,NA,Praia do Fora,-22.944794000000002,-43.155304000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,61,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
62,61,Sudeste,NA,Laje do Pao de Acucar,-22.938409000000000,-43.151797000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,62,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
63,62,Sudeste,NA,Canal,-22.937418999999998,-42.487813000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,63,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
64,63,Sudeste,NA,Praia Seca,-22.936126000000002,-42.361598000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,64,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
65,64,Sudeste,NA,Caravelas,-22.814850000000000,-41.953901999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,65,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
66,65,Sudeste,NA,Tucuns,-22.799863999999999,-41.929282000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,66,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
67,66,Sudeste,NA,Praia Brava,-22.754252000000001,-41.872608999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,67,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
68,67,Sudeste,NA,Marataizes,-21.044882999999999,-40.827455999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,68,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
69,68,Sudeste,NA,Ponta do Ubu,-20.793246000000000,-40.579551000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,69,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
70,69,Sudeste,NA,Ponta dos Castelhanos,-20.755085000000001,-40.560755000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,70,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
71,70,Sudeste,NA,Maimba,-20.707021999999998,-40.514367999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,71,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
72,71,Sudeste,NA,Praia do Morro,-20.659787999999999,-40.493842999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,72,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
73,72,Sudeste,NA,Ponta de Bororo,-20.614518000000000,-40.415382000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,73,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
74,73,Sudeste,NA,Tropical,-20.559543999999999,-40.391810000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,74,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
75,74,Sudeste,NA,Dunas de Ule,-20.542100000000001,-40.379860999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,75,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
76,75,Sudeste,NA,Guarapari - Ule,-20.541319000000001,-40.378385999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,76,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
77,76,Sudeste,NA,Ponta da Fruta,-20.516836999999999,-40.358133000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,77,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
78,77,Sudeste,NA,Coral Dois,-20.448948000000001,-40.330300000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,78,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
79,78,Sudeste,NA,Ponta da Belina,-20.445827000000001,-40.329245000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,79,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
80,79,Sudeste,NA,Coral Um,-20.437659000000000,-40.326006999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,80,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
81,80,Sudeste,NA,"Barrao, Brazil",-20.427381000000000,-40.320982000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,81,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
82,81,Sudeste,NA,Barrinha,-20.422540999999999,-40.321933999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,82,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
83,82,Sudeste,NA,Praia de Camburi,-20.279677000000000,-40.248994000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,83,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
84,83,Sudeste,NA,Velzyland,-20.244838999999999,-40.216205000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,84,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
85,84,Sudeste,NA,Ponta da Cacao,-20.219573000000000,-40.196268000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,85,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
86,85,Sudeste,NA,"Manguinhos, Brazil",-20.199344000000000,-40.190266999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,86,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
87,86,Sudeste,NA,Praia da Baleia,-20.171105000000001,-40.184866000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,87,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
88,87,Sudeste,NA,Jacaraipe - Solemar,-20.109774999999999,-40.171481000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,88,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
89,88,Sudeste,NA,Xa,-20.107229000000000,-40.171174999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,89,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
90,89,Sudeste,NA,Nova Almeida,-20.058461999999999,-40.183000999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,90,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
91,90,Sudeste,NA,Praia Grande,-20.047100000000000,-40.182743000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,91,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
92,91,Sudeste,NA,Regencia,-19.562811000000000,-39.764263999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,92,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
93,92,Sudeste,NA,Guriri,-18.910750000000000,-39.738563999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,93,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
94,93,Nordeste,NA,Milionarios,-14.847631000000000,-39.022942000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,94,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
95,94,Nordeste,NA,Sul,-14.831120000000000,-39.022562999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,95,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
96,95,Nordeste,NA,Pedra da Cachorra,-14.821026000000000,-39.023632999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,96,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
97,96,Nordeste,NA,Jardim Atlantico,-14.815026000000000,-39.023400000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,97,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
98,97,Nordeste,NA,Baduska,-14.809442000000001,-39.023423000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,98,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
99,98,Nordeste,NA,Norte,-14.660090000000000,-39.063006999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,99,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
100,99,Nordeste,NA,Havaizinho,-14.468062000000000,-39.023161000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,100,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
101,100,Nordeste,NA,Sao Jose,-14.316062000000001,-38.990701000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,101,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
102,101,Nordeste,NA,Corals,-14.275408000000001,-38.982568999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,102,31415.926535897931899,78539816.339744821190834,0.000000000000000,0,0.000000000000000
